ClientID,ClientName,ClientType,Region,Country,RelationshipManager,KYCStatus,KYCSubmissionDate,KYCLastUpdate,ExpiryDate,SourceSystem,RiskRating,ReviewFrequency,AssetsUnderManagement,DaysToExpiry
C100168,Acme Enterprises 0168,Corporate,Oceania,New Zealand,RM_18,Pending Review,2022-04-08,2022-10-08,2023-01-14,Batch Upload,Medium,Semi-Annual,22143471.62,-1011
C100169,Acme Holdings 0169,Corporate,APAC,India,RM_16,Valid,2024-01-21,2024-07-11,2025-02-10,Batch Upload,Medium,Quarterly,29545772.57,-253
C100170,Maria Singh,Individual,Oceania,New Zealand,RM_40,Valid,2024-01-19,2024-07-27,2024-10-29,Manual Entry,Low,Annual,78923.58,-357
C100171,Horizon Investments 0171,Corporate,APAC,Australia,RM_30,Pending Review,2024-03-10,2024-07-03,2024-09-08,Manual Entry,High,Annual,39296772.18,-408
C100172,Atlas Group 0172,Corporate,Oceania,Australia,RM_06,Valid,2024-09-05,2025-03-08,2026-02-19,Salesforce,Low,Annual,5658771.4,121
C100173,Riverside Partners 0173,Corporate,North America,Canada,RM_47,Pending Review,2022-04-11,2022-05-23,2022-07-29,Manual Entry,Critical,Quarterly,43626431.08,-1180
C100174,Maria Garcia,Individual,EMEA,UAE,RM_09,Missing,2022-06-19,2022-10-31,2023-04-28,Manual Entry,Low,Quarterly,137644.73,-907
C100175,Riverside Holdings 0175,Corporate,LATAM,Brazil,RM_06,Valid,2024-08-30,2025-01-14,2026-08-12,Batch Upload,Medium,Annual,23385898.37,295
C100176,Zenith Partners 0176,Corporate,LATAM,Chile,RM_22,Pending Review,2023-10-27,2023-11-19,2024-08-12,Batch Upload,Medium,Annual,41072529.89,-435
C100177,Greenfield Partners 0177,Corporate,EMEA,Netherlands,RM_11,Valid,2024-05-12,2024-08-07,2026-02-23,Manual Entry,High,Annual,1722807.99,125
C100178,Alice Singh,Individual,APAC,Singapore,RM_03,Valid,2022-07-27,2022-10-21,2023-06-17,Batch Upload,Low,Annual,249962.94,-857
C100179,Pioneer LLC 0179,Corporate,Africa,Kenya,RM_38,Expired,2023-07-26,2023-10-10,2023-05-19,Batch Upload,Medium,Annual,22723271.4,-886
C100180,Atlas Investments 0180,Corporate,Oceania,New Zealand,RM_33,Valid,2024-03-15,2024-06-15,2026-01-05,Onboarding Portal,Medium,Annual,20839057.92,76
C100181,Summit Holdings 0181,Corporate,EMEA,France,RM_11,Valid,2022-02-24,2022-03-14,2022-11-28,Manual Entry,Medium,Semi-Annual,4531437.87,-1058
C100182,Pioneer Partners 0182,Corporate,LATAM,Colombia,RM_47,Valid,2023-04-14,2023-10-06,2025-01-31,Batch Upload,High,Semi-Annual,30424152.73,-263
C100183,Horizon Investments 0183,Corporate,Oceania,New Zealand,RM_33,Missing,2023-09-21,2024-01-27,2024-07-09,Batch Upload,High,Annual,30848582.2,-469
C100184,Zenith LLC 0184,Corporate,LATAM,Colombia,RM_04,Valid,2022-01-29,2022-06-13,2022-11-14,Onboarding Portal,High,Annual,22483707.94,-1072
C100185,Maria Singh,Individual,Oceania,New Zealand,RM_14,Expired,2023-11-06,2023-12-09,2023-11-03,Manual Entry,Low,Semi-Annual,6350.61,-718
C100186,Summit Enterprises 0186,Corporate,EMEA,United Kingdom,RM_50,Valid,2024-02-14,2024-03-13,2025-06-02,Salesforce,High,Annual,17443675.08,-141
C100187,Mohammed Johnson,Individual,LATAM,Brazil,RM_12,Valid,2022-03-15,2022-07-16,2022-08-20,Onboarding Portal,Medium,Annual,132907.82,-1158
C100188,Zenith Holdings 0188,Corporate,APAC,China,RM_48,Valid,2024-01-01,2024-02-06,2025-12-26,Salesforce,High,Quarterly,38840167.3,66
C100189,Pioneer Group 0189,Corporate,LATAM,Colombia,RM_02,Valid,2023-09-23,2024-02-12,2025-06-06,Onboarding Portal,Critical,Annual,11184800.01,-137
C100190,Priya Singh,Individual,North America,United States,RM_39,Valid,2024-05-21,2024-07-29,2024-12-03,Onboarding Portal,Low,Annual,140691.25,-322
C100191,Priya Garcia,Individual,North America,Canada,RM_43,Valid,2023-09-24,2024-02-28,2025-04-26,Manual Entry,Low,Annual,59189.98,-178
C100192,Summit LLC 0192,Corporate,APAC,Japan,RM_29,Valid,2022-01-06,2022-04-30,2023-09-22,Onboarding Portal,Medium,Annual,16019520.26,-760
C100193,Riverside Corp 0193,Corporate,Oceania,Australia,RM_49,Valid,2024-04-18,2024-10-02,2025-06-15,Manual Entry,Medium,Annual,27215837.62,-128
C100194,Riverside Investments 0194,Corporate,LATAM,Argentina,RM_15,Valid,2022-12-03,2022-12-10,2024-03-21,Onboarding Portal,Critical,Annual,34118959.31,-579
C100195,Horizon Enterprises 0195,Corporate,EMEA,UAE,RM_25,Valid,2022-09-02,2023-03-05,2024-08-03,Salesforce,Medium,Annual,20013955.84,-444
C100196,Summit LLC 0196,Corporate,EMEA,France,RM_26,Valid,2024-03-12,2024-08-13,2026-03-05,Salesforce,Medium,Annual,6881433.48,135
C100197,Acme Corp 0197,Corporate,LATAM,Argentina,RM_42,Valid,2023-01-31,2023-03-28,2024-11-26,Manual Entry,Medium,Annual,49861799.41,-329
C100198,Alice Singh,Individual,LATAM,Brazil,RM_10,Valid,2024-04-09,2024-07-09,2026-06-23,Onboarding Portal,Low,Annual,244969.06,245
C100199,Greenfield Group 0199,Corporate,Africa,Kenya,RM_27,Valid,2023-10-15,2024-03-11,2025-03-28,Batch Upload,Medium,Annual,5912118.53,-207
C100200,Lee Kumar,Individual,LATAM,Chile,RM_39,Valid,2022-05-06,2022-06-18,2024-02-03,Onboarding Portal,Low,Annual,23906.2,-626
C100201,Atlas Enterprises 0201,Corporate,APAC,India,RM_17,Missing,2024-02-21,2024-03-12,2025-12-15,Salesforce,High,Annual,1971607.97,55
C100202,Horizon Holdings 0202,Corporate,Oceania,Australia,RM_31,Valid,2023-10-14,2023-10-19,2025-05-07,Salesforce,Critical,Annual,37331408.43,-167
C100203,Horizon Holdings 0203,Corporate,North America,Canada,RM_11,Valid,2022-10-01,2023-03-13,2024-07-27,Batch Upload,Medium,Annual,14338561.9,-451
C100204,Priya Smith,Individual,North America,Canada,RM_25,Valid,2023-02-07,2023-03-24,2023-05-24,Manual Entry,Medium,Annual,227064.4,-881
C100205,Chen Garcia,Individual,APAC,Australia,RM_19,Expired,2023-04-08,2023-05-02,2021-02-22,Salesforce,Low,Annual,52547.06,-1702
C100206,Greenfield Holdings 0206,Corporate,EMEA,UAE,RM_11,Valid,2023-10-18,2023-12-17,2024-04-15,Batch Upload,Medium,Annual,47629290.02,-554
C100207,Lee Singh,Individual,APAC,Singapore,RM_15,Valid,2023-09-18,2024-02-10,2024-11-20,Onboarding Portal,Low,Annual,39264.61,-335
C100208,Carlos Singh,Individual,EMEA,United Kingdom,RM_38,Expired,2022-02-06,2022-05-29,2020-01-30,Manual Entry,Low,Annual,213853.81,-2091
C100209,Maria Patel,Individual,Oceania,New Zealand,RM_46,Missing,2024-05-15,2024-06-26,2025-06-25,Manual Entry,Medium,Semi-Annual,225235.31,-118
C100210,Atlas Partners 0210,Corporate,EMEA,France,RM_22,Valid,2023-10-03,2023-10-03,2025-07-30,Manual Entry,Medium,Semi-Annual,16959527.3,-83
C100211,Mohammed Smith,Individual,Africa,Egypt,RM_32,Valid,2023-11-05,2024-03-23,2024-11-17,Onboarding Portal,Medium,Annual,149856.91,-338
C100212,Zenith LLC 0212,Corporate,EMEA,France,RM_19,Valid,2023-09-06,2023-12-30,2024-12-18,Onboarding Portal,Medium,Annual,22098426.32,-307
C100213,Carlos Wang,Individual,EMEA,Netherlands,RM_37,Missing,2023-06-30,2023-12-08,2025-10-02,Salesforce,Low,Annual,136831.54,-19
C100214,Pioneer Enterprises 0214,Corporate,Africa,South Africa,RM_10,Pending Review,2022-09-26,2023-04-08,2023-06-11,Salesforce,Low,Annual,13372650.14,-863
C100215,Horizon LLC 0215,Corporate,Oceania,New Zealand,RM_19,Valid,2024-08-30,2025-03-04,2026-11-29,Batch Upload,High,Semi-Annual,47580985.69,404
C100216,Greenfield LLC 0216,Corporate,Oceania,Australia,RM_44,Valid,2022-07-10,2022-11-24,2023-01-18,Manual Entry,Medium,Quarterly,5075490.16,-1007
C100217,Riverside Partners 0217,Corporate,LATAM,Brazil,RM_09,Expired,2024-05-31,2024-08-15,2023-02-02,Manual Entry,High,Annual,32947340.45,-992
C100218,Atlas Enterprises 0218,Corporate,LATAM,Colombia,RM_45,Valid,2022-05-31,2022-12-03,2024-08-31,Manual Entry,Critical,Semi-Annual,33106555.64,-416
C100219,Zenith Enterprises 0219,Corporate,Oceania,New Zealand,RM_48,Valid,2024-02-13,2024-02-17,2025-01-13,Batch Upload,Medium,Annual,13623566.4,-281
C100220,Riverside Holdings 0220,Corporate,EMEA,France,RM_20,Valid,2024-08-11,2024-10-18,2026-08-16,Manual Entry,Critical,Annual,43902139.98,299
C100221,Maria Singh,Individual,Oceania,Australia,RM_39,Valid,2022-02-25,2022-05-21,2023-02-09,Onboarding Portal,Low,Semi-Annual,173779.36,-985
C100222,Alice Johnson,Individual,LATAM,Chile,RM_09,Valid,2024-08-08,2024-08-21,2024-10-05,Onboarding Portal,Medium,Annual,146266.28,-381
C100223,Alice Singh,Individual,North America,Mexico,RM_34,Valid,2023-11-14,2023-12-16,2025-10-25,Manual Entry,Low,Annual,183498.87,4
C100224,Greenfield Investments 0224,Corporate,Oceania,Australia,RM_15,Valid,2024-07-18,2024-12-08,2026-09-19,Batch Upload,Medium,Semi-Annual,33204931.88,333
C100225,Alice Kumar,Individual,EMEA,France,RM_02,Valid,2023-01-13,2023-03-30,2024-03-17,Manual Entry,Low,Annual,109311.49,-583
C100226,Pioneer Group 0226,Corporate,EMEA,Germany,RM_02,Expired,2022-12-02,2023-06-13,2020-10-06,Manual Entry,Medium,Annual,14091319.58,-1841
C100227,John Smith,Individual,Oceania,New Zealand,RM_45,Valid,2023-04-16,2023-04-29,2024-01-01,Batch Upload,Low,Quarterly,102473.85,-659
C100228,Zenith Enterprises 0228,Corporate,EMEA,Germany,RM_03,Valid,2022-05-22,2022-10-03,2024-01-27,Salesforce,Medium,Annual,16099061.88,-633
C100229,Atlas Corp 0229,Corporate,EMEA,Netherlands,RM_30,Valid,2023-12-20,2024-03-02,2025-12-04,Batch Upload,Medium,Semi-Annual,7225663.99,44
C100230,Priya Kumar,Individual,Oceania,Australia,RM_34,Valid,2024-03-21,2024-05-13,2024-12-25,Salesforce,Low,Quarterly,102498.24,-300
C100231,Pioneer LLC 0231,Corporate,Africa,South Africa,RM_11,Valid,2022-06-28,2022-06-29,2022-07-29,Manual Entry,High,Semi-Annual,34666954.39,-1180
C100232,Zenith Enterprises 0232,Corporate,LATAM,Brazil,RM_34,Valid,2022-03-01,2022-07-19,2023-03-26,Batch Upload,Medium,Quarterly,7228864.61,-940
C100233,Horizon Group 0233,Corporate,EMEA,UAE,RM_29,Expired,2022-02-03,2022-04-23,2021-12-24,Manual Entry,Medium,Annual,19859018.22,-1397
C100234,Zenith Partners 0234,Corporate,APAC,Japan,RM_09,Valid,2023-08-12,2024-02-07,2026-01-07,Onboarding Portal,Critical,Quarterly,29189130.06,78
C100235,Horizon Ltd 0235,Corporate,Oceania,New Zealand,RM_04,Expired,2024-02-25,2024-06-03,2023-11-14,Batch Upload,High,Quarterly,46162683.81,-707
C100236,Carlos Smith,Individual,LATAM,Colombia,RM_17,Valid,2024-05-29,2024-09-08,2026-05-19,Batch Upload,Low,Semi-Annual,188180.06,210
C100237,Atlas Group 0237,Corporate,Africa,Kenya,RM_47,Valid,2022-07-01,2022-09-16,2023-06-30,Manual Entry,High,Annual,43465029.02,-844
C100238,Pioneer Group 0238,Corporate,EMEA,France,RM_13,Valid,2023-08-08,2024-01-28,2025-03-10,Onboarding Portal,High,Quarterly,23129362.58,-225
C100239,Zenith Enterprises 0239,Corporate,North America,Mexico,RM_27,Valid,2024-04-30,2024-05-08,2025-11-12,Salesforce,Medium,Annual,33652301.62,22
C100240,Mohammed Kumar,Individual,EMEA,Netherlands,RM_03,Pending Review,2023-10-22,2024-03-13,2025-09-22,Salesforce,Low,Semi-Annual,8798.86,-29
C100241,Carlos Johnson,Individual,EMEA,France,RM_19,Valid,2024-02-29,2024-03-06,2024-11-22,Batch Upload,Low,Annual,92174.89,-333
C100242,Lee Kumar,Individual,LATAM,Colombia,RM_04,Valid,2023-07-21,2023-08-17,2024-12-26,Salesforce,Low,Annual,62402.72,-299
C100243,Pioneer Ltd 0243,Corporate,APAC,Singapore,RM_07,Valid,2023-01-10,2023-05-09,2023-09-11,Batch Upload,High,Semi-Annual,49483824.44,-771
C100244,Zenith Partners 0244,Corporate,EMEA,France,RM_14,Missing,2023-10-31,2024-04-27,2024-09-28,Salesforce,High,Annual,46120430.44,-388
C100245,Greenfield Holdings 0245,Corporate,Africa,Nigeria,RM_04,Pending Review,2024-03-30,2024-09-30,2026-08-13,Salesforce,Critical,Annual,46685796.44,296
C100246,Riverside LLC 0246,Corporate,LATAM,Brazil,RM_07,Expired,2024-07-15,2024-12-26,2024-04-12,Salesforce,Medium,Semi-Annual,6650721.63,-557
C100247,Pioneer Holdings 0247,Corporate,North America,Mexico,RM_44,Expired,2023-04-03,2023-08-20,2021-05-24,Batch Upload,Medium,Annual,33517726.59,-1611
C100248,Summit Ltd 0248,Corporate,APAC,India,RM_07,Expired,2022-09-09,2022-10-26,2021-10-14,Batch Upload,Medium,Quarterly,23999266.75,-1468
C100249,Lee Patel,Individual,Oceania,New Zealand,RM_20,Valid,2022-03-26,2022-09-28,2024-06-14,Salesforce,Medium,Annual,217303.97,-494
C100250,Pioneer Partners 0250,Corporate,North America,Canada,RM_29,Valid,2022-07-11,2022-10-31,2023-12-05,Batch Upload,High,Annual,6681156.97,-686
C100251,Pioneer Ltd 0251,Corporate,North America,Canada,RM_34,Valid,2024-07-13,2024-07-22,2026-05-01,Onboarding Portal,Medium,Annual,9496423.25,192
C100252,Mohammed Johnson,Individual,North America,Canada,RM_33,Valid,2022-07-28,2022-11-11,2024-01-04,Manual Entry,Medium,Annual,36091.64,-656
C100253,Riverside Enterprises 0253,Corporate,LATAM,Chile,RM_45,Valid,2023-07-01,2023-08-12,2024-10-26,Salesforce,Critical,Annual,36433752.09,-360
C100254,John Smith,Individual,Africa,Kenya,RM_24,Valid,2022-08-01,2022-09-21,2024-07-11,Manual Entry,Low,Annual,218310.25,-467
C100255,Mohammed Wang,Individual,APAC,China,RM_32,Missing,2022-06-01,2022-09-06,2023-11-12,Onboarding Portal,Low,Semi-Annual,97507.62,-709
C100256,Chen Kumar,Individual,Africa,Nigeria,RM_43,Valid,2023-12-08,2024-06-07,2025-02-07,Batch Upload,Low,Semi-Annual,135679.01,-256
C100257,Zenith Corp 0257,Corporate,LATAM,Brazil,RM_38,Missing,2023-08-07,2023-12-30,2025-06-18,Batch Upload,Medium,Semi-Annual,7418794.28,-125
C100258,Horizon Ltd 0258,Corporate,North America,Mexico,RM_44,Valid,2024-05-21,2024-08-31,2025-06-24,Salesforce,Low,Semi-Annual,7056755.65,-119
C100259,Pioneer Enterprises 0259,Corporate,Africa,South Africa,RM_18,Expired,2023-04-08,2023-04-29,2021-04-04,Manual Entry,High,Annual,42094917.21,-1661
C100260,Horizon Enterprises 0260,Corporate,LATAM,Argentina,RM_01,Missing,2023-12-18,2024-01-10,2025-01-30,Manual Entry,High,Quarterly,49846350.79,-264
C100261,Alice Garcia,Individual,North America,United States,RM_21,Pending Review,2024-09-13,2025-03-13,2025-09-04,Manual Entry,Low,Semi-Annual,119638.86,-47
C100262,Summit Corp 0262,Corporate,Oceania,Australia,RM_04,Missing,2023-12-24,2024-02-22,2024-12-09,Salesforce,Medium,Annual,33857212.69,-316
C100263,Pioneer Enterprises 0263,Corporate,Africa,Nigeria,RM_07,Valid,2024-01-03,2024-05-24,2026-04-12,Salesforce,High,Annual,2606774.98,173
C100264,Horizon Partners 0264,Corporate,Oceania,New Zealand,RM_42,Valid,2023-06-18,2023-08-31,2024-02-18,Batch Upload,Critical,Annual,42110730.69,-611
C100265,Lee Patel,Individual,LATAM,Colombia,RM_02,Valid,2023-10-27,2024-01-18,2025-11-06,Onboarding Portal,Low,Annual,164851.47,16
C100266,Acme Investments 0266,Corporate,APAC,Australia,RM_30,Valid,2023-05-25,2023-10-23,2025-02-14,Manual Entry,High,Annual,36031059.89,-249
C100267,Alice Singh,Individual,APAC,Singapore,RM_47,Valid,2023-03-28,2023-09-25,2024-07-12,Salesforce,Low,Semi-Annual,246123.03,-466
C100268,Greenfield Corp 0268,Corporate,LATAM,Chile,RM_08,Valid,2022-04-05,2022-08-14,2022-11-10,Batch Upload,Medium,Semi-Annual,42077037.2,-1076
C100269,Carlos Singh,Individual,Africa,Egypt,RM_08,Pending Review,2023-03-17,2023-09-08,2025-05-26,Onboarding Portal,Low,Quarterly,10938.33,-148
C100270,Chen Wang,Individual,LATAM,Argentina,RM_44,Valid,2023-03-16,2023-07-28,2024-07-19,Batch Upload,Low,Quarterly,47405.38,-459
C100271,Summit LLC 0271,Corporate,North America,Canada,RM_36,Valid,2023-10-26,2024-01-17,2024-03-07,Batch Upload,High,Quarterly,26367357.09,-593
C100272,John Patel,Individual,North America,Mexico,RM_11,Expired,2023-06-18,2023-08-06,2022-01-18,Onboarding Portal,Low,Annual,114570.92,-1372
C100273,Greenfield Partners 0273,Corporate,Africa,Egypt,RM_23,Missing,2024-07-04,2024-09-06,2025-11-05,Salesforce,Medium,Semi-Annual,47822495.06,15
C100274,Pioneer Corp 0274,Corporate,APAC,Japan,RM_15,Valid,2023-12-18,2024-05-07,2025-10-14,Manual Entry,Medium,Quarterly,36548850.02,-7
C100275,Mohammed Garcia,Individual,Oceania,Australia,RM_15,Valid,2024-04-12,2024-05-13,2024-08-21,Manual Entry,Low,Annual,243571.59,-426
C100276,Alice Johnson,Individual,EMEA,Germany,RM_43,Missing,2024-03-02,2024-09-12,2026-05-27,Manual Entry,Low,Semi-Annual,17049.0,218
C100277,Lee Kumar,Individual,Oceania,New Zealand,RM_01,Pending Review,2022-04-26,2022-10-27,2024-08-15,Batch Upload,Low,Semi-Annual,215937.67,-432
C100278,Chen Johnson,Individual,APAC,India,RM_39,Valid,2024-02-22,2024-05-08,2026-03-20,Onboarding Portal,Low,Quarterly,10772.43,150
C100279,Riverside LLC 0279,Corporate,APAC,Singapore,RM_45,Valid,2022-06-14,2022-12-28,2023-08-28,Salesforce,Low,Annual,787870.64,-785
C100280,Greenfield Group 0280,Corporate,EMEA,Netherlands,RM_28,Valid,2024-07-01,2024-12-20,2026-11-07,Manual Entry,High,Semi-Annual,48867074.64,382
C100281,Summit Investments 0281,Corporate,APAC,Australia,RM_06,Valid,2022-01-04,2022-05-07,2022-09-02,Batch Upload,Critical,Annual,24704411.86,-1145
C100282,Pioneer Ltd 0282,Corporate,Oceania,Australia,RM_26,Valid,2022-11-07,2023-02-11,2023-05-08,Salesforce,Medium,Semi-Annual,49510625.44,-897
C100283,Riverside Investments 0283,Corporate,North America,Mexico,RM_43,Valid,2022-10-30,2023-03-01,2023-03-31,Salesforce,Critical,Quarterly,41621138.82,-935
C100284,Zenith Group 0284,Corporate,LATAM,Colombia,RM_11,Valid,2023-06-16,2023-07-28,2025-04-12,Manual Entry,High,Annual,31349716.13,-192
C100285,Horizon Ltd 0285,Corporate,EMEA,UAE,RM_31,Expired,2024-05-27,2024-07-12,2024-04-30,Manual Entry,Medium,Annual,10305387.54,-539
C100286,Maria Kumar,Individual,APAC,Australia,RM_49,Valid,2023-08-13,2023-12-13,2025-04-06,Salesforce,Low,Semi-Annual,38056.96,-198
C100287,Mohammed Kumar,Individual,North America,Mexico,RM_09,Valid,2022-04-28,2022-08-27,2024-03-11,Manual Entry,Medium,Annual,183482.64,-589
C100288,Mohammed Garcia,Individual,EMEA,France,RM_46,Missing,2022-12-20,2023-06-21,2024-04-30,Manual Entry,Low,Annual,114092.06,-539
C100289,Horizon Investments 0289,Corporate,Africa,South Africa,RM_50,Valid,2023-11-18,2024-05-13,2025-04-17,Salesforce,Critical,Quarterly,32745889.86,-187
C100290,Zenith Partners 0290,Corporate,Africa,South Africa,RM_41,Missing,2024-06-20,2024-11-20,2026-02-05,Onboarding Portal,Medium,Annual,10907064.23,107
C100291,Pioneer Holdings 0291,Corporate,APAC,Australia,RM_50,Valid,2023-01-10,2023-04-26,2023-07-18,Batch Upload,High,Annual,20687715.37,-826
C100292,Horizon Partners 0292,Corporate,APAC,Australia,RM_44,Valid,2023-12-19,2023-12-26,2024-05-26,Batch Upload,Critical,Semi-Annual,36764511.52,-513
C100293,Priya Garcia,Individual,LATAM,Brazil,RM_42,Expired,2022-02-14,2022-06-06,2021-09-12,Manual Entry,Low,Annual,21659.23,-1500
C100294,Acme Investments 0294,Corporate,North America,Mexico,RM_31,Valid,2024-06-06,2024-06-24,2025-03-23,Batch Upload,High,Quarterly,46173676.25,-212
C100295,Greenfield Corp 0295,Corporate,North America,Mexico,RM_34,Valid,2023-05-05,2023-06-10,2025-04-17,Salesforce,High,Annual,40602621.35,-187
C100296,Horizon Investments 0296,Corporate,Oceania,Australia,RM_48,Valid,2023-12-26,2024-02-16,2024-03-27,Onboarding Portal,Critical,Semi-Annual,45821144.36,-573
C100297,Horizon Ltd 0297,Corporate,Oceania,Australia,RM_34,Pending Review,2024-03-16,2024-04-13,2024-12-26,Manual Entry,High,Semi-Annual,30936030.07,-299
C100298,Horizon Holdings 0298,Corporate,EMEA,UAE,RM_06,Expired,2022-05-23,2022-07-17,2022-03-26,Onboarding Portal,Medium,Semi-Annual,1518820.24,-1305
C100299,Atlas LLC 0299,Corporate,North America,Mexico,RM_27,Expired,2022-10-22,2022-10-25,2021-12-31,Onboarding Portal,Low,Quarterly,6014446.91,-1390
C100300,Mohammed Kumar,Individual,North America,United States,RM_15,Missing,2024-09-11,2024-10-10,2025-10-26,Onboarding Portal,Medium,Annual,162419.88,5
C100301,Zenith Holdings 0301,Corporate,EMEA,United Kingdom,RM_47,Valid,2023-10-01,2024-01-22,2024-07-30,Salesforce,Low,Annual,764696.72,-448
C100302,Zenith LLC 0302,Corporate,Africa,South Africa,RM_12,Valid,2022-10-22,2023-01-12,2023-10-18,Manual Entry,Medium,Annual,32917051.1,-734
C100303,John Wang,Individual,North America,Mexico,RM_13,Valid,2024-02-26,2024-08-20,2026-03-04,Batch Upload,Low,Quarterly,33790.34,134
C100304,Greenfield Enterprises 0304,Corporate,North America,Canada,RM_21,Valid,2022-10-28,2023-03-07,2023-12-16,Salesforce,Medium,Annual,11651526.39,-675
C100305,Priya Wang,Individual,EMEA,Germany,RM_09,Valid,2022-01-30,2022-06-12,2024-03-18,Salesforce,Low,Annual,162319.37,-582
C100306,Horizon Corp 0306,Corporate,EMEA,Germany,RM_20,Valid,2022-10-11,2022-11-22,2024-10-30,Salesforce,Medium,Quarterly,36363965.7,-356
C100307,Alice Singh,Individual,North America,Mexico,RM_44,Valid,2024-07-10,2024-11-18,2026-05-02,Batch Upload,Low,Semi-Annual,151477.42,193
C100308,Acme Corp 0308,Corporate,Africa,South Africa,RM_47,Expired,2022-04-23,2022-07-29,2022-01-15,Manual Entry,High,Annual,13615987.14,-1375
C100309,Riverside Group 0309,Corporate,Africa,Kenya,RM_23,Valid,2022-12-10,2023-03-12,2024-07-30,Salesforce,Critical,Annual,49162893.57,-448
C100310,Atlas Partners 0310,Corporate,APAC,Singapore,RM_37,Valid,2024-05-20,2024-10-15,2024-11-21,Batch Upload,Critical,Annual,38394985.61,-334
C100311,Pioneer Holdings 0311,Corporate,EMEA,United Kingdom,RM_16,Valid,2023-10-05,2023-12-29,2024-08-29,Manual Entry,High,Annual,1284979.51,-418
C100312,Zenith Corp 0312,Corporate,APAC,Japan,RM_21,Valid,2024-02-09,2024-03-29,2025-06-08,Salesforce,Medium,Annual,11088148.21,-135
C100313,Priya Smith,Individual,APAC,Singapore,RM_47,Valid,2022-04-29,2022-06-18,2023-08-19,Onboarding Portal,Low,Annual,144353.22,-794
C100314,Riverside Partners 0314,Corporate,Africa,South Africa,RM_34,Valid,2023-03-27,2023-05-25,2024-08-29,Batch Upload,High,Annual,3486365.35,-418
C100315,Atlas Investments 0315,Corporate,Africa,Egypt,RM_10,Valid,2023-01-26,2023-04-28,2023-08-09,Manual Entry,Medium,Quarterly,6272921.33,-804
